Resistance Nominal (Ω),Capacitance Nominal (F),Resistance Actual (Ω),Capacitance Actual (F),Frequency Nominal (Hz),Frequency Actual (Hz),R Tolerance,C Tolerance
545500.0,6.9697e-07,504704.99262145296,6.36146794459151e-07,0.4186116318101539,0.49570715515975977,0.1,0.1
545500.0,7.070709999999999e-07,540415.5780636457,7.002807540568253e-07,0.41263147409909745,0.42055236673078517,0.01,0.01
545500.0,7.070709999999999e-07,571799.7418384742,7.257677646686148e-07,0.41263147409909745,0.38351159762042003,0.05,0.05
545500.0,7.070709999999999e-07,574428.6571553298,7.602304848089336e-07,0.41263147409909745,0.3644506701657257,0.1,0.1
545500.0,7.17172e-07,548787.4030134697,7.239858604950334e-07,0.4068197712999433,0.4005769110259193,0.01,0.01
545500.0,7.17172e-07,529867.9786619623,7.279795998129724e-07,0.4068197712999433,0.41260382303670917,0.05,0.05
545500.0,7.17172e-07,597539.2736950887,7.502907943877345e-07,0.4068197712999433,0.3549964898299161,0.1,0.1
545500.0,7.272729999999999e-07,548174.6712650176,7.28790321184489e-07,0.40116950446767985,0.398380956977695,0.01,0.01
545500.0,7.272729999999999e-07,521322.9983559661,6.988554894319272e-07,0.40116950446767985,0.4368434882870601,0.05,0.05
545500.0,7.272729999999999e-07,576297.3429564352,6.715304838135882e-07,0.40116950446767985,0.4112517720879098,0.1,0.1
545500.0,7.373739999999999e-07,544933.2664342134,7.3007550379358e-07,0.3956740392565007,0.4000451723603326,0.01,0.01
545500.0,7.373739999999999e-07,561069.129189003,7.107111975072202e-07,0.3956740392565007,0.3991265331710629,0.05,0.05
545500.0,7.373739999999999e-07,521747.244764115,7.65563388002505e-07,0.3956740392565007,0.3984545693817805,0.1,0.1
545500.0,7.47475e-07,540376.3526060581,7.505094196825879e-07,0.3903270999334063,0.3924349230229714,0.01,0.01
545500.0,7.47475e-07,523235.78932118864,7.520947730474258e-07,0.3903270999334063,0.4044362912402902,0.05,0.05
545500.0,7.47475e-07,531181.2537528606,8.065236598866303e-07,0.3903270999334063,0.37150125031523934,0.1,0.1
545500.0,7.575759999999999e-07,548039.6851149473,7.630077508789789e-07,0.38512274547071573,0.38060910543005383,0.01,0.01
545500.0,7.575759999999999e-07,527126.9423417001,7.859955009947107e-07,0.38512274547071573,0.38413586503520436,0.05,0.05
545500.0,7.575759999999999e-07,591038.5451227953,6.924896193450718e-07,0.38512274547071573,0.38885801898980865,0.1,0.1
545500.0,7.67677e-07,540665.4482470267,7.677975188358873e-07,0.38005534752600756,0.3833935575668558,0.01,0.01
545500.0,7.67677e-07,560376.4798810005,7.376168426688451e-07,0.38005534752600756,0.3850431557204245,0.05,0.05
545500.0,7.67677e-07,539376.2923968608,6.958189825428234e-07,0.38005534752600756,0.42406458580682915,0.1,0.1
545500.0,7.777779999999999e-07,543955.1675064081,7.791185883053614e-07,0.3751195701379095,0.37553762803767965,0.01,0.01
545500.0,7.777779999999999e-07,524652.9573114603,7.510707281164054e-07,0.3751195701379095,0.40389378472728915,0.05,0.05
545500.0,7.777779999999999e-07,500862.33514354134,7.27994030329481e-07,0.3751195701379095,0.4364896393667917,0.1,0.1
545500.0,7.87879e-07,546231.7465500657,7.916350596470305e-07,0.3703103509837461,0.3680596208645176,0.01,0.01
545500.0,7.87879e-07,524744.0157145591,8.157884236314406e-07,0.3703103509837461,0.3717877695073477,0.05,0.05
545500.0,7.87879e-07,497924.1080487747,7.386746414514003e-07,0.3703103509837461,0.43271683064447336,0.1,0.1
545500.0,7.979799999999999e-07,547230.6973863274,8.006439978571529e-07,0.36562288406065685,0.3632538516234835,0.01,0.01
545500.0,7.979799999999999e-07,519006.67001829355,7.823625078123975e-07,0.36562288406065685,0.39195766545532024,0.05,0.05
545500.0,7.979799999999999e-07,566712.7211909919,7.246614453778696e-07,0.36562288406065685,0.38754488946961263,0.1,0.1
545500.0,8.080809999999999e-07,540524.9573216302,8.022782282070165e-07,0.36105260366562625,0.3670112473618332,0.01,0.01
545500.0,8.080809999999999e-07,536025.1434748251,7.918390653816945e-07,0.36105260366562625,0.3749713151861333,0.05,0.05
545500.0,8.080809999999999e-07,501910.9684904464,8.747576234883484e-07,0.36105260366562625,0.36249807861964684,0.1,0.1
545500.0,8.18182e-07,547217.6965752133,8.242430881335373e-07,0.3565951695621792,0.35286183154076023,0.01,0.01
545500.0,8.18182e-07,521126.4988469022,7.813793353225223e-07,0.3565951695621792,0.390854442792509,0.05,0.05
545500.0,8.18182e-07,500115.7189635776,8.09246202046841e-07,0.3565951695621792,0.39325020425733187,0.1,0.1
545500.0,8.282829999999999e-07,547765.2845160638,8.24071541128699e-07,0.35224645323243736,0.35258246578098257,0.01,0.01
545500.0,8.282829999999999e-07,521549.750636841,8.508870541573441e-07,0.35224645323243736,0.3586348367836941,0.05,0.05
545500.0,8.282829999999999e-07,494438.0600225099,7.717740612540563e-07,0.35224645323243736,0.4170787465800771,0.1,0.1
545500.0,8.38384e-07,547652.559784176,8.44545325334631e-07,0.348002525123002,0.34410584315510906,0.01,0.01
545500.0,8.38384e-07,541317.5953314711,7.989423486594986e-07,0.348002525123002,0.36800400555693347,0.05,0.05
545500.0,8.38384e-07,551190.6524277632,8.069235490466502e-07,0.348002525123002,0.35783753857823764,0.1,0.1
545500.0,8.484849999999999e-07,544452.6105895883,8.472063885371715e-07,0.3438596428018444,0.34504109635955915,0.01,0.01
545500.0,8.484849999999999e-07,538320.3334006788,8.095285475943732e-07,0.3438596428018444,0.36521379948601135,0.05,0.05
545500.0,8.484849999999999e-07,510526.61875588447,8.028003307609153e-07,0.3438596428018444,0.38832396898593735,0.1,0.1
545500.0,8.58586e-07,544206.2736426397,8.654191451501239e-07,0.33981423995117893,0.3379325994287127,0.01,0.01
545500.0,8.58586e-07,555516.4160915086,8.892351204148004e-07,0.33981423995117893,0.32218597212926564,0.05,0.05
545500.0,8.58586e-07,560434.5831788036,8.280968728066527e-07,0.33981423995117893,0.3429367756746981,0.1,0.1
545500.0,8.686869999999999e-07,543233.5716205168,8.612143729843631e-07,0.3358629161282751,0.3401905622955929,0.01,0.01
545500.0,8.686869999999999e-07,549793.3258218532,8.440651776068271e-07,0.3358629161282751,0.34296095878257876,0.05,0.05
545500.0,8.686869999999999e-07,599313.5784392682,8.72490022795037e-07,0.3358629161282751,0.30437259347101203,0.1,0.1
545500.0,8.787879999999999e-07,550146.7526630325,8.720039824253457e-07,0.33200242723241885,0.3317593026543392,0.01,0.01
545500.0,8.787879999999999e-07,538543.0623751022,8.480661618655252e-07,0.33200242723241885,0.3484736634041354,0.05,0.05
545500.0,8.787879999999999e-07,537279.5149755944,8.963596512083964e-07,0.33200242723241885,0.3304741926665697,0.1,0.1
545500.0,8.88889e-07,550025.1764922432,8.97304530145768e-07,0.3282296766218537,0.3224762257730426,0.01,0.01
545500.0,8.88889e-07,546234.5033702753,8.614582831241863e-07,0.3282296766218537,0.3382258144117417,0.05,0.05
545500.0,8.88889e-07,546079.5090786868,9.108310719736359e-07,0.3282296766218537,0.31998263725008036,0.1,0.1
545500.0,8.989899999999999e-07,540559.5492226328,8.994792795792154e-07,0.32454170682957867,0.32732970907854525,0.01,0.01
545500.0,8.989899999999999e-07,564592.1654325569,9.334192917734847e-07,0.32454170682957867,0.30200109087759563,0.05,0.05
545500.0,8.989899999999999e-07,598944.102765638,9.391612735772145e-07,0.32454170682957867,0.28293955253709135,0.1,0.1
545500.0,9.09091e-07,549602.6178066259,9.032141564299931e-07,0.32093569183142606,0.3206126126525813,0.01,0.01
545500.0,9.09091e-07,542838.965885924,8.855892399824642e-07,0.32093569183142606,0.3310676804012936,0.05,0.05
545500.0,9.09091e-07,588767.4198210292,9.081896427858016e-07,0.32093569183142606,0.2976458399986019,0.1,0.1
545500.0,9.191919999999999e-07,540699.0825384917,9.198784180437736e-07,0.3174089298239355,0.3199882780228014,0.01,0.01
545500.0,9.191919999999999e-07,558650.4893498172,9.454410833848372e-07,0.3174089298239355,0.30133215523297185,0.05,0.05
545500.0,9.191919999999999e-07,532760.9693767956,8.8038852891214e-07,0.3174089298239355,0.3393230452634329,0.1,0.1
545500.0,9.29293e-07,543356.3022691266,9.296842412266488e-07,0.313958836473236,0.3150648495581739,0.01,0.01
545500.0,9.29293e-07,527588.3368109347,9.374002249396138e-07,0.313958836473236,0.32181026431274457,0.05,0.05
545500.0,9.29293e-07,529722.3276205548,8.54826512775405e-07,0.313958836473236,0.3514745385664816,0.1,0.1
545500.0,9.393939999999999e-07,541931.8850070722,9.411564089016113e-07,0.3105829385994832,0.3120424102989679,0.01,0.01
545500.0,9.393939999999999e-07,533570.2720867041,9.056098517718136e-07,0.3105829385994832,0.32937252444669607,0.05,0.05
545500.0,9.393939999999999e-07,510658.6002961421,9.744896722948938e-07,0.3105829385994832,0.3198248761166027,0.1,0.1
545500.0,9.494949999999999e-07,545734.6609712617,9.412678613228342e-07,0.3072788682644173,0.3098313529562523,0.01,0.01
545500.0,9.494949999999999e-07,528780.5816948769,9.834862889821182e-07,0.3072788682644173,0.30603868252445976,0.05,0.05
545500.0,9.494949999999999e-07,566236.3177627239,8.594409627855787e-07,0.3072788682644173,0.32704413209234456,0.1,0.1
545500.0,9.59596e-07,541885.2466623897,9.559867551563032e-07,0.3040443572323383,0.3072280958763703,0.01,0.01
545500.0,9.59596e-07,533374.9866680102,9.253940677940332e-07,0.3040443572323383,0.3224488077559873,0.05,0.05
545500.0,9.59596e-07,591950.2462567205,9.069265394392694e-07,0.3040443572323383,0.2964577548131334,0.1,0.1
545500.0,9.69697e-07,548021.8160222832,9.762038099453602e-07,0.30087723177726955,0.29749644872142755,0.01,0.01
545500.0,9.69697e-07,539586.5559876572,9.790395890548755e-07,0.30087723177726955,0.3012719910019582,0.05,0.05
545500.0,9.69697e-07,576968.4677761839,9.430038027937424e-07,0.30087723177726955,0.2925193559907929,0.1,0.1
545500.0,9.797979999999999e-07,541016.4752063067,9.773347582598695e-07,0.2977754078113274,0.30099986209618207,0.01,0.01
545500.0,9.797979999999999e-07,529882.4278701431,9.543752285593486e-07,0.2977754078113274,0.31471790797106164,0.05,0.05
545500.0,9.797979999999999e-07,518408.8433860509,1.0609942636313664e-06,0.2977754078113274,0.2893574672338639,0.1,0.1
545500.0,9.89899e-07,543298.0148337112,9.814268609114429e-07,0.29473688631135386,0.2984860737427403,0.01,0.01
545500.0,9.89899e-07,530888.9330667803,9.72768196460225e-07,0.29473688631135386,0.30818187713776496,0.05,0.05
545500.0,9.89899e-07,596057.5917229739,9.100830995680845e-07,0.29473688631135386,0.29339375019920344,0.1,0.1
545500.0,1e-06,540055.6804300905,9.990824901056382e-07,0.2917597490227229,0.2949716283024948,0.01,0.01
545500.0,1e-06,524141.1001963731,1.0264309451911975e-06,0.2917597490227229,0.29582997638386077,0.05,0.05
545500.0,1e-06,565132.611390253,9.963391675845e-07,0.2917597490227229,0.2826588312724958,0.1,0.1
555600.0,1e-12,554580.9535463109,1.0045883527568966e-12,286455.9810869247,285671.58399327006,0.01,0.01
555600.0,1e-12,555944.0449758514,1.0033853185587984e-12,286455.9810869247,285312.83348616114,0.05,0.05
555600.0,1e-12,531518.4486391868,9.995551545761914e-13,286455.9810869247,299567.72781160194,0.1,0.1
555600.0,1.0101999999999998e-08,552159.5140605951,1.0056499511057202e-08,28.356363204011554,28.66214805818827,0.01,0.01
555600.0,1.0101999999999998e-08,580113.6452856686,1.0175472226731414e-08,28.356363204011554,26.962023161725522,0.05,0.05
555600.0,1.0101999999999998e-08,610277.1806951793,9.404013085513474e-09,28.356363204011554,27.731909587459732,0.1,0.1
555600.0,2.0203e-08,560199.0315068831,2.0179886601083404e-08,14.178883387958455,14.078586598006115,0.01,0.01
555600.0,2.0203e-08,544449.0339269032,1.996713603508477e-08,14.178883387958455,14.640203832029355,0.05,0.05
555600.0,2.0203e-08,548801.4032584361,2.1555189268651297e-08,14.178883387958455,13.454051255720973,0.1,0.1
555600.0,3.0304e-08,557498.9026588774,3.0500528424007566e-08,9.452744888032099,9.359847032804769,0.01,0.01
555600.0,3.0304e-08,580370.3187634044,3.0639150289034444e-08,9.452744888032099,8.950312955077646,0.05,0.05
555600.0,3.0304e-08,512643.2368503795,2.952154247147357e-08,9.452744888032099,10.516369918117208,0.1,0.1
555600.0,4.0405e-08,551619.2240987803,4.0589869814378884e-08,7.0896171534939905,7.108256325617957,0.01,0.01
555600.0,4.0405e-08,567793.8123618735,4.068363615185905e-08,7.0896171534939905,6.889849170361912,0.05,0.05
555600.0,4.0405e-08,606868.3146084358,3.817069248459167e-08,7.0896171534939905,6.870615261603857,0.1,0.1
555600.0,5.0505999999999996e-08,558624.1577508936,5.0521027805079774e-08,5.6717217971513225,5.639339508480247,0.01,0.01
555600.0,5.0505999999999996e-08,575021.3278059206,5.2178632935978026e-08,5.6717217971513225,5.304488130294774,0.05,0.05
555600.0,5.0505999999999996e-08,559746.0610391956,5.400346164507408e-08,5.6717217971513225,5.265110452786828,0.1,0.1
555600.0,6.0607e-08,559633.211401757,6.105733298399214e-08,4.726450427952624,4.657778390929061,0.01,0.01
555600.0,6.0607e-08,579659.4273068064,6.198874838582626e-08,4.726450427952624,4.429292495990495,0.05,0.05
555600.0,6.0607e-08,554504.6355736484,5.5629913526801115e-08,4.726450427952624,5.159487512260844,0.1,0.1
555600.0,7.0708e-08,558609.2932770137,7.122483699831223e-08,4.051252773192916,4.000188998455449,0.01,0.01
555600.0,7.0708e-08,580577.7107389321,6.894735972359656e-08,4.051252773192916,3.975961158928687,0.05,0.05
555600.0,7.0708e-08,605270.2813761729,6.736829460621774e-08,4.051252773192916,3.9031498710679835,0.1,0.1
555600.0,8.080899999999999e-08,551462.3213203258,8.125431567671279e-08,3.5448524432541513,3.551876444433485,0.01,0.01
555600.0,8.080899999999999e-08,545279.829450499,8.261716733407239e-08,3.5448524432541513,3.532892301122596,0.05,0.05
555600.0,8.080899999999999e-08,562890.8031000072,8.196622361520263e-08,3.5448524432541513,3.449538942883897,0.1,0.1
555600.0,9.090999999999998e-08,554891.8061554481,9.0152767820831e-08,3.1509842821133507,3.181506062079517,0.01,0.01
555600.0,9.090999999999998e-08,538144.7165843147,8.753293544057394e-08,3.1509842821133507,3.3786994253772407,0.05,0.05
555600.0,9.090999999999998e-08,506544.94538000575,8.949335475694929e-08,3.1509842821133507,3.5108425823723275,0.1,0.1
555600.0,1.0101099999999999e-07,556038.9121669489,1.0084894136311509e-07,2.8358889733486916,2.838203968434112,0.01,0.01
555600.0,1.0101099999999999e-07,534503.2904949194,1.0177547552894734e-07,2.8358889733486916,2.9256785543250046,0.05,0.05
555600.0,1.0101099999999999e-07,587825.345220014,1.0564556540232509e-07,2.8358889733486916,2.5628344447141234,0.1,0.1
555600.0,1.11112e-07,553222.0441647498,1.1082861203609558e-07,2.5780832051166813,2.595785249363848,0.01,0.01
555600.0,1.11112e-07,571177.7803816157,1.1370726565836163e-07,2.5780832051166813,2.450533314988469,0.05,0.05
555600.0,1.11112e-07,579433.2000313035,1.1326649911676087e-07,2.5780832051166813,2.425019743084539,0.1,0.1
555600.0,1.21213e-07,552843.6746216976,1.211614763559375e-07,2.363244710442978,2.376037168703161,0.01,0.01
555600.0,1.21213e-07,552079.8974714035,1.1695841728608715e-07,2.363244710442978,2.464828547087907,0.05,0.05
555600.0,1.21213e-07,522201.13623150665,1.1487851318877604e-07,2.363244710442978,2.653038260153811,0.1,0.1
555600.0,1.3131399999999998e-07,558614.7515954011,1.314369385072009e-07,2.1814580401703147,2.1676556733782806,0.01,0.01
555600.0,1.3131399999999998e-07,540625.8278874187,1.2486050339306616e-07,2.1814580401703147,2.3577527510011755,0.05,0.05
555600.0,1.3131399999999998e-07,536464.1769812348,1.378011711151909e-07,2.1814580401703147,2.152913080477241,0.1,0.1
555600.0,1.41415e-07,556673.1803981467,1.4142257801258833e-07,2.0256407105817957,2.0216272533494877,0.01,0.01
555600.0,1.41415e-07,531313.163678109,1.3731907190590042e-07,2.0256407105817957,2.1814170140972378,0.05,0.05
555600.0,1.41415e-07,518635.8505522402,1.5520782690118887e-07,2.0256407105817957,1.9771698506180906,0.1,0.1
555600.0,1.51516e-07,555790.1308806606,1.5109273426436134e-07,1.8905988878199314,1.8952465744127256,0.01,0.01
555600.0,1.51516e-07,529849.6882658196,1.4710611530761763e-07,1.8905988878199314,2.041910589600235,0.05,0.05
555600.0,1.51516e-07,548540.8523945597,1.368147177244936e-07,1.8905988878199314,2.1206956025942674,0.1,0.1
555600.0,1.6161699999999998e-07,556403.8556705611,1.601251589489914e-07,1.7724371884574315,1.786365929103449,0.01,0.01
555600.0,1.6161699999999998e-07,549432.843293631,1.6324536056384896e-07,1.7724371884574315,1.774453682144018,0.05,0.05
555600.0,1.6161699999999998e-07,536144.8982618399,1.6010450866965298e-07,1.7724371884574315,1.8541052844283428,0.1,0.1
555600.0,1.7171799999999998e-07,558524.6667369131,1.7015339342639045e-07,1.6681767845358362,1.6747005337838043,0.01,0.01
555600.0,1.7171799999999998e-07,538125.2087536205,1.6597083549223317e-07,1.6681767845358362,1.78198898064714,0.05,0.05
555600.0,1.7171799999999998e-07,553487.2877736476,1.8776223121981797e-07,1.6681767845358362,1.531455012130978,0.1,0.1
555600.0,1.8181899999999997e-07,551051.9419481843,1.8196574259774132e-07,1.5755008062244582,1.5872230445863167,0.01,0.01
555600.0,1.8181899999999997e-07,534071.7142139188,1.8852803611644713e-07,1.5755008062244582,1.5806823751162422,0.05,0.05
555600.0,1.8181899999999997e-07,566057.6927583488,1.910925885559227e-07,1.5755008062244582,1.4713486371689946,0.1,0.1
555600.0,1.9192e-07,553987.7555982302,1.9279245328615536e-07,1.4925801432207415,1.490149824348799,0.01,0.01
555600.0,1.9192e-07,540531.09042527,2.0018785653235187e-07,1.4925801432207415,1.4708274390951739,0.05,0.05
555600.0,1.9192e-07,520562.4071687106,1.9500246179806732e-07,1.4925801432207415,1.5678598383080766,0.1,0.1
555600.0,2.0202099999999998e-07,555208.7408982755,2.0380244623015176e-07,1.4179515054718306,1.4065476333876583,0.01,0.01
555600.0,2.0202099999999998e-07,548081.2082104452,2.073805129514523e-07,1.4179515054718306,1.400255461966424,0.05,0.05
555600.0,2.0202099999999998e-07,556764.5700136238,2.1367211930148003e-07,1.4179515054718306,1.3378292379646048,0.1,0.1
555600.0,2.1212199999999997e-07,550639.8576398599,2.131475311506087e-07,1.3504303235257291,1.356039001864992,0.01,0.01
555600.0,2.1212199999999997e-07,536323.8482426406,2.0873184210967036e-07,1.3504303235257291,1.4216880631046114,0.05,0.05
555600.0,2.1212199999999997e-07,512643.15759222955,2.0962995277976793e-07,1.3504303235257291,1.480988308520722,0.1,0.1
555600.0,2.22223e-07,554776.9393223472,2.2167790987300718e-07,1.2890474032252497,1.2941341969780162,0.01,0.01
555600.0,2.22223e-07,554771.9850700633,2.2060867336651589e-07,1.2890474032252497,1.3004181631755296,0.05,0.05
555600.0,2.22223e-07,590422.2363242105,2.2798635793433617e-07,1.2890474032252497,1.1823568326319316,0.1,0.1
555600.0,2.3232399999999998e-07,560290.4622589456,2.309689199153265e-07,1.233002105193285,1.2298534353608472,0.01,0.01
555600.0,2.3232399999999998e-07,535898.8743223236,2.3652565614621317e-07,1.233002105193285,1.2556223309334207,0.05,0.05
555600.0,2.3232399999999998e-07,548050.6258769262,2.249917860545804e-07,1.233002105193285,1.2907222310971294,0.1,0.1
555600.0,2.4242499999999995e-07,559718.094566584,2.425384570721647e-07,1.1816272293984726,1.1723847865810497,0.01,0.01
555600.0,2.4242499999999995e-07,546537.4339886095,2.4544861253623317e-07,1.1816272293984726,1.1864232168857893,0.05,0.05
555600.0,2.4242499999999995e-07,515377.6936335954,2.3703111602507212e-07,1.1816272293984726,1.3028342065165104,0.1,0.1
555600.0,2.5252599999999994e-07,552631.9453474522,2.5122879795917226e-07,1.134362327391733,1.1463433743446698,0.01,0.01
555600.0,2.5252599999999994e-07,581116.6414986264,2.426635336011526e-07,1.134362327391733,1.1286318494785894,0.05,0.05
555600.0,2.5252599999999994e-07,546096.1993421081,2.3790589508210968e-07,1.134362327391733,1.2250273195141097,0.1,0.1
555600.0,2.6262699999999993e-07,558218.3014820643,2.6434865420907277e-07,1.0907331732339962,1.0785467063324394,0.01,0.01
555600.0,2.6262699999999993e-07,554972.2412366482,2.690706912925412e-07,1.0907331732339962,1.065816590352416,0.05,0.05
555600.0,2.6262699999999993e-07,583070.1269423927,2.743647765541689e-07,1.0907331732339962,0.9948806525565271,0.1,0.1
555600.0,2.727279999999999e-07,555689.2510156273,2.7432390191047995e-07,1.050335796423267,1.0440576649985227,0.01,0.01
555600.0,2.727279999999999e-07,559186.9521587718,2.8137916746028294e-07,1.050335796423267,1.0115122859156624,0.05,0.05
555600.0,2.727279999999999e-07,504829.3965866357,2.5315463948880795e-07,1.050335796423267,1.2453447791409105,0.1,0.1
555600.0,2.8282899999999997e-07,558097.8650393386,2.846585977782093e-07,1.0128239363252167,1.0018102360018817,0.01,0.01
555600.0,2.8282899999999997e-07,574823.2973018341,2.9463862530088716e-07,1.0128239363252167,0.9397148513098835,0.05,0.05
555600.0,2.8282899999999997e-07,543729.777285523,2.6742571995608186e-07,1.0128239363252167,1.094545551513852,0.1,0.1
555600.0,2.9292999999999996e-07,554989.6598863525,2.946161246626904e-07,0.9778990922299686,0.9733717268203791,0.01,0.01
555600.0,2.9292999999999996e-07,562455.1839727623,2.9929569441988385e-07,0.9778990922299686,0.9454351364017799,0.05,0.05
555600.0,2.9292999999999996e-07,533489.2324363621,2.6529506411700925e-07,0.9778990922299686,1.1245151307159653,0.1,0.1
555600.0,3.0303099999999996e-07,550387.5903921627,3.0365436219315373e-07,0.9453025633909558,0.9522960302489266,0.01,0.01
555600.0,3.0303099999999996e-07,549804.4640730455,3.14320807167996e-07,0.9453025633909558,0.9209556971950386,0.05,0.05
555600.0,3.0303099999999996e-07,586872.3144160215,3.2832197718156177e-07,0.9453025633909558,0.825993357745576,0.1,0.1
555600.0,3.1313199999999995e-07,558491.1040017471,3.1363739768632187e-07,0.9148090296965009,0.9086068990381166,0.01,0.01
555600.0,3.1313199999999995e-07,528610.1485893489,3.228907572254094e-07,0.9148090296965009,0.9324574462828877,0.05,0.05
555600.0,3.1313199999999995e-07,526137.9014830912,2.9018662388124176e-07,0.9148090296965009,1.0424210041555948,0.1,0.1
555600.0,3.2323299999999994e-07,554791.551437667,3.246370483995909e-07,0.8862213359617511,0.8836742738288802,0.01,0.01
555600.0,3.2323299999999994e-07,532331.1406410746,3.1198314695417605e-07,0.8862213359617511,0.9583124373696269,0.05,0.05
555600.0,3.2323299999999994e-07,561159.0927613713,2.9611417511895093e-07,0.8862213359617511,0.957800213393571,0.1,0.1
555600.0,3.3333399999999993e-07,557446.4706261035,3.3395251231414695e-07,0.8593662245283252,0.8549333258710431,0.01,0.01
555600.0,3.3333399999999993e-07,535489.7751116493,3.2917137328620204e-07,0.8593662245283252,0.9029150451643726,0.05,0.05
555600.0,3.3333399999999993e-07,532999.83248255,3.483171222370015e-07,0.8593662245283252,0.8572712032304813,0.1,0.1
555600.0,3.434349999999999e-07,556014.6828147033,3.42546981372723e-07,0.8340908209324174,0.835629429369574,0.01,0.01
555600.0,3.434349999999999e-07,571968.5961976546,3.360060710237266e-07,0.8340908209324174,0.8281343950645245,0.05,0.05
555600.0,3.434349999999999e-07,568677.7939944584,3.257844605354201e-07,0.8340908209324174,0.859059997456996,0.1,0.1
555600.0,3.535359999999999e-07,558419.5304468219,3.503047292136103e-07,0.8102597220280955,0.8136048561148621,0.01,0.01
555600.0,3.535359999999999e-07,536890.0576266298,3.690590720081908e-07,0.8102597220280955,0.8032280839626452,0.05,0.05
555600.0,3.535359999999999e-07,563101.1530494253,3.2661374374324146e-07,0.8102597220280955,0.8653648671035604,0.1,0.1
555600.0,3.636369999999999e-07,558538.0112601208,3.642785207091991e-07,0.7877525694220465,0.7822288563911505,0.01,0.01
555600.0,3.636369999999999e-07,531683.9197754373,3.6804426288619706e-07,0.7877525694220465,0.8133295540971599,0.05,0.05
555600.0,3.636369999999999e-07,573662.5557811379,3.2904557135155216e-07,0.7877525694220465,0.8431553076177757,0.1,0.1
555600.0,3.7373799999999995e-07,554797.047657936,3.70259087662463e-07,0.7664620164043385,0.7747833222362308,0.01,0.01
555600.0,3.7373799999999995e-07,560559.687562282,3.711566747396255e-07,0.7664620164043385,0.7649639943421169,0.05,0.05
555600.0,3.7373799999999995e-07,507415.22076209,3.866186930377639e-07,0.7664620164043385,0.8112856473013449,0.1,0.1
555600.0,3.8383899999999995e-07,560182.0940396581,3.873772302905618e-07,0.7462920158892784,0.7334268741467438,0.01,0.01
555600.0,3.8383899999999995e-07,541197.2696372989,3.807019632608301e-07,0.7462920158892784,0.7724660803824975,0.05,0.05
555600.0,3.8383899999999995e-07,563112.8399782818,3.896582471150112e-07,0.7462920158892784,0.7253386655786852,0.1,0.1
555600.0,3.9393999999999994e-07,550851.7162989062,3.9556651009985617e-07,0.7271563717493139,0.7304086520393457,0.01,0.01
555600.0,3.9393999999999994e-07,557858.0163198318,3.9196842415265327e-07,0.7271563717493139,0.7278558393076766,0.05,0.05
555600.0,3.9393999999999994e-07,540478.3166389879,3.559119491880972e-07,0.7271563717493139,0.8273690814200876,0.1,0.1
555600.0,4.0404099999999993e-07,552746.4397859103,4.0494469115388857e-07,0.7089775074483152,0.7110472611721892,0.01,0.01
555600.0,4.0404099999999993e-07,545710.4357286951,3.9140304042481703e-07,0.7089775074483152,0.7451327943586085,0.05,0.05
555600.0,4.0404099999999993e-07,581420.4852801907,4.0272105819561254e-07,0.7089775074483152,0.679712822848779,0.1,0.1
555600.0,4.141419999999999e-07,555735.274318598,4.1726455653367864e-07,0.6916854148744265,0.6863421513073418,0.01,0.01
555600.0,4.141419999999999e-07,565848.0339863225,4.0902741039212186e-07,0.6916854148744265,0.6876507290075711,0.05,0.05
555600.0,4.141419999999999e-07,600548.9457400041,4.066997834977744e-07,0.6916854148744265,0.6516250654013115,0.1,0.1
555600.0,4.242429999999999e-07,553619.0675963531,4.2049610480929714e-07,0.6752167533393002,0.6836709316495644,0.01,0.01
555600.0,4.242429999999999e-07,535732.5457691951,4.104975005121473e-07,0.6752167533393002,0.72370501809047,0.05,0.05
555600.0,4.242429999999999e-07,506897.87706215476,4.074828661379843e-07,0.6752167533393002,0.77053133908963,0.1,0.1
555600.0,4.343439999999999e-07,552884.2095147292,4.3223133611468236e-07,0.6595140742980787,0.6659930478404393,0.01,0.01
555600.0,4.343439999999999e-07,539656.8262704905,4.1328661809373174e-07,0.6595140742980787,0.7135938743674877,0.05,0.05
555600.0,4.343439999999999e-07,523192.78886477824,4.2517035721386704e-07,0.6595140742980787,0.7154765499653896,0.1,0.1
555600.0,4.4444499999999995e-07,559548.1141301321,4.478861426369108e-07,0.6445251517891408,0.6350604539278065,0.01,0.01
555600.0,4.4444499999999995e-07,563808.7591800533,4.5566781856825686e-07,0.6445251517891408,0.6194980665049246,0.05,0.05
555600.0,4.4444499999999995e-07,553462.9682889665,4.1183884476983204e-07,0.6445251517891408,0.6982392477802711,0.1,0.1
555600.0,4.5454599999999995e-07,552860.2496392832,4.5091070603319244e-07,0.6302024021483518,0.6384313711744591,0.01,0.01
555600.0,4.5454599999999995e-07,560161.7212097797,4.4716287485973806e-07,0.6302024021483518,0.6353908612697328,0.05,0.05
555600.0,4.5454599999999995e-07,598889.5505329928,4.214906567724629e-07,0.6302024021483518,0.6305005127208865,0.1,0.1
555600.0,4.6464699999999994e-07,559533.2864758668,4.6238710355108347e-07,0.6165023794125964,0.6151605708709175,0.01,0.01
555600.0,4.6464699999999994e-07,547022.8431511181,4.4534568958096506e-07,0.6165023794125964,0.6533071570998343,0.05,0.05
